Municipality,Elevation
Aurland,"[509.04, 452.24, 485.6, 502.45, 542.77, 425.96, 441.13, 440.82, 420.52, 450.74, 483.4, 389.23, 386.7, 321.77, 281.74, 302.52, 353.22, 311.16, 237.33, 370.24, 284.07, 199.69, 165.83, 127.85, 96.52, 89.03, 108.46, 107.24, 302.47, 194.92, 117.24, 69.68, 58.2, 54.68, 31.37, 27.94, 19.42, 113.41, 57.46, 56.08, 45.96, 30.11, 24.44, 12.97, 7.46, 9.91, 27.37, 27.17, 35.77, 23.22, 19.06, 8.78, 6.27, 6.8, 10.27, 4.37, 11.42, 14.08, 8.84, 11.84, 5.77, 6.53, 6.49, 8.46, 2.89, 5.73, 9.31, 6.72, 4.02, 3.12, 7.1, 6.59, 0.44, 0.43, 3.28, 3.88, 5.14, 8.2, 28.79, 33.36, 51.66, 78.13, 99.5]"
Bremanger,"[247.63, 188.72, 214.24, 144.98, 96.02, 225.86, 168.2, 110.63, 63.27, 25.0, 25.0, 208.31, 156.01, 91.09, 25.0, 25.0, 25.0, 25.0, 60.5, 34.62, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 19.31, 21.5, 31.27, 25.0, 25.0, 25.0, 25.0, 42.21, 25.0, 19.86, 22.97, 61.81, 25.0, 25.0, 34.72, 70.7, 79.53, 100.31, 22.25, 50.31, 76.61, 31.23, 25.0, 46.49, 72.57, 107.67, 163.42, 9.66, 75.53, 99.13, 53.56, 25.0, 70.82, 71.44, 139.04, 233.57, 25.29, 52.4, 32.81, 85.13, 91.5, 166.56, 248.88, 15.16, 21.22, 56.0, 87.38, 133.65, 243.66, 39.36, 58.23, 85.69, 30.53, 34.39]"
Stad,"[2.84, 3.85, -8.3, 0.14, 3.12, 3.84, -13.5, -7.3, 2.86, 4.14, 6.63, 8.72, -7.7, 2.04, 3.63, 4.24, 7.06, 9.54, 11.56, 14.97, 2.07, 3.0, 4.09, 6.19, 10.17, 11.97, 15.29, 15.39, 15.16, 2.23, 3.7, 6.7, 10.37, 26.1, 24.33, 15.16, 15.01, 14.41, 4.26, 6.13, 7.3, 13.2, 20.6, 15.88, 16.95, 16.62, 13.74, 7.95, 9.78, 11.4, 16.83, 17.93, 20.61, 21.87, 20.09, 16.17, 6.76, 10.2, 11.57, 20.12, 22.11, 25.2, 23.91, 25.57, 17.55, 14.23, 16.02, 23.79, 23.85, 31.09, 28.15, 27.24, 24.15, 32.15, 38.77, 35.79, 40.36, 34.23, 26.77, 47.71, 50.15, 49.66, 49.82, 85.42, 80.15]"
Fjaler,"[204.06, 234.62, 170.01, 221.71, 230.43, 153.03, 164.49, 189.29, 216.01, 239.32, 256.84, 147.45, 156.22, 171.87, 208.96, 231.75, 241.57, 266.18, 145.71, 144.08, 151.61, 190.81, 226.34, 245.31, 272.91, 287.0, 314.13, 114.08, 134.52, 144.24, 157.46, 199.76, 230.0, 257.4, 290.74, 338.86, 53.84, 65.84, 105.69, 122.69, 161.5, 192.11, 249.71, 286.77, 308.79, 40.31, 56.05, 78.54, 107.99, 126.64, 185.31, 238.97, 264.22, 286.32, 42.0, 66.7, 134.42, 162.09, 173.37, 181.31, 207.04, 218.84, 241.37, 168.77, 200.8, 204.8, 220.11, 231.25, 240.56, 246.52, 214.58, 228.68, 256.36, 267.32, 272.95, 278.24, 270.42, 283.31, 291.13, 294.56, 303.58]"
Kinn,"[-33.8, 1.7, -30.4, -10.6, -28.1, -38.7, -21.2, -9.9, -9.9, -9.8, -5.4, -40.6, 2.29, 2.34, 12.15, 13.09, -2.9, -4.8, 2.13, 2.67, 3.23, 6.86, 7.13, 0.89, -6.5, -4.5, -4.8, 2.11, 3.34, 6.25, 6.04, 8.72, 7.93, 4.47, 1.42, -2.8, -3.1, 6.11, 6.45, 1.5, 1.0, 15.93, 13.58, 12.71, 8.41, -4.9, 9.45, 19.73, 13.61, 13.15, 15.74, 14.57, 14.42, 16.02, -6.7, 3.69, 10.75, 16.61, 16.43, 15.46, 14.0, 18.67, 21.99, 11.54, 13.28, 18.94, 15.84, 18.42, 15.54, 15.12, 11.45, 13.86, 16.12, 17.95, 18.74, 19.77, 10.21, 16.36, 19.92, 18.32, 19.23]"
Førde,"[327.7, 266.69, 251.84, 225.2, 213.04, 201.73, 187.09, 162.7, 142.19, 127.62, 142.43, 145.24, 125.52, 102.32, 77.71, 53.02, 50.62, 59.34, 89.68, 65.63, 59.98, 35.59, 27.69, 23.91, 26.76, 8.84, 12.39, 58.13, 37.34, 23.18, 16.77, 10.16, 9.15, 9.46, 10.92, 4.19, 2.61, 3.72, 4.1, 4.74, 5.01, 5.02, 4.52, 3.05, 4.48, 2.85, 2.3, -0.32, -0.35, -0.29, -0.24, 2.29, 2.5, 5.86, 3.03, 2.97, -0.45, 2.84, 2.5, 2.55, 0.82, 4.33, 6.14, 3.48, 3.31, 3.65, 3.22, 2.84, 0.09, 2.84, 3.88, 4.97, 4.72, 6.04, 5.78, 0.11, 2.9, 12.44, 13.35, 7.93, 48.55]"
Gaular,"[734.02, 686.48, 675.56, 640.75, 680.82, 662.77, 647.47, 624.63, 609.61, 600.65, 677.84, 649.66, 633.87, 619.67, 612.19, 595.08, 573.51, 560.56, 674.74, 652.1, 638.46, 618.24, 594.72, 588.18, 568.98, 571.6, 570.12, 672.41, 654.7, 628.99, 604.78, 592.29, 585.03, 578.43, 586.51, 596.74, 650.88, 638.98, 617.32, 611.14, 615.23, 606.55, 612.19, 615.19, 613.72, 642.57, 635.64, 629.01, 619.66, 646.75, 651.42, 650.34, 637.92, 626.29, 641.77, 635.92, 635.65, 652.35, 668.97, 677.28, 674.78, 658.97, 634.24, 631.0, 635.39, 650.08, 656.3, 660.39, 656.16, 642.55, 624.89, 643.14, 638.5, 641.27, 641.97, 631.41, 618.46, 631.0, 631.0, 640.28, 634.14]"
Gloppen,"[72.5, 69.92, 80.23, 83.55, 80.71, 82.97, 86.23, 75.16, 71.8, 72.18, 73.19, 87.97, 74.96, 70.94, 70.56, 71.67, 71.45, 71.69, 67.33, 80.3, 76.39, 70.52, 71.32, 71.44, 71.44, 63.04, 69.86, 73.83, 64.4, 51.09, 63.53, 70.82, 70.6, 68.65, 63.11, 71.39, 73.35, 30.59, 31.77, 45.72, 63.6, 53.83, 65.08, 70.73, 68.15, 77.19, 16.8, 15.82, 36.49, 20.05, 23.87, 36.32, 63.43, 71.26, 74.95, 11.27, 14.6, 14.32, 22.98, 23.33, 51.17, 60.1, 78.22, 111.24, 8.27, 35.72, 51.5, 73.47, 71.73, 87.14, 109.5, 145.87, 54.8, 71.59, 101.09, 114.89, 138.31, 166.86, 103.75, 129.42, 158.33, 192.32, 200.58]"
Gulen,"[138.41, 211.86, 124.24, 170.83, 230.56, 82.7, 112.5, 147.03, 176.71, 197.04, 225.29, 77.11, 97.39, 117.06, 151.38, 178.33, 198.01, 209.21, 83.1, 117.51, 181.84, 198.86, 214.97, 244.71, 286.54, 268.86, 266.66, 106.3, 136.42, 216.54, 272.29, 280.9, 313.31, 339.0, 329.14, 321.27, 123.04, 161.15, 267.98, 333.39, 334.01, 380.91, 390.84, 385.69, 390.5, 132.63, 192.04, 257.46, 249.44, 266.9, 321.08, 348.31, 392.57, 410.66, 169.4, 198.16, 176.44, 201.12, 228.74, 277.72, 309.8, 376.74, 389.09, 177.16, 226.02, 279.55, 316.94, 312.37, 359.35, 379.43, 247.81, 313.31, 384.54, 358.66, 360.33, 375.3, 416.54, 392.6, 375.5, 409.84, 408.99]"
Hornindal,"[368.59, 442.24, 417.91, 407.82, 394.95, 495.03, 474.31, 459.53, 444.42, 426.95, 414.7, 553.63, 536.37, 515.92, 495.98, 481.03, 465.85, 459.04, 447.68, 631.85, 605.64, 579.16, 561.17, 542.26, 524.7, 513.16, 498.66, 490.83, 704.23, 681.13, 655.27, 635.97, 610.55, 591.52, 568.36, 552.25, 537.66, 739.31, 748.62, 741.05, 716.95, 685.61, 670.92, 636.53, 619.3, 601.65, 761.25, 778.43, 773.46, 768.93, 758.18, 731.75, 711.24, 686.16, 658.17, 779.96, 778.54, 786.9, 780.26, 772.86, 767.18, 755.92, 741.48, 720.92, 800.83, 795.89, 783.0, 772.09, 766.23, 767.17, 770.65, 766.04, 787.48, 769.41, 764.07, 761.62, 777.75, 782.34, 764.77, 762.95, 767.58, 761.19, 765.08]"
Hyllestad,"[343.61, 344.41, 272.14, 266.4, 287.18, 303.24, 292.58, 275.26, 258.05, 250.01, 272.69, 311.91, 308.38, 288.83, 269.09, 253.85, 247.21, 246.63, 345.72, 326.98, 323.05, 303.91, 274.97, 252.23, 248.28, 243.92, 267.83, 320.03, 296.48, 330.96, 336.75, 308.06, 274.97, 265.26, 247.04, 244.14, 313.17, 296.49, 280.87, 328.9, 325.11, 306.42, 289.22, 249.14, 241.29, 346.52, 328.5, 306.98, 275.57, 298.28, 302.56, 278.4, 229.29, 225.92, 358.13, 339.07, 319.77, 302.9, 278.28, 279.16, 251.16, 228.63, 225.0, 351.44, 317.59, 283.94, 252.42, 235.27, 225.0, 225.0, 336.58, 299.4, 268.28, 241.49, 225.0, 225.0, 281.62, 247.16, 225.0, 263.21, 250.47]"
Høyanger,"[-26.6, 2.17, 6.75, 85.47, -32.9, 2.72, 12.26, 63.42, 124.95, 188.22, 3.04, 4.3, 15.34, 16.2, 63.49, 135.59, 196.37, 260.04, 9.19, 14.42, 20.83, 16.68, 22.39, 64.62, 152.14, 213.97, 321.15, 12.37, 13.91, 15.69, 23.29, 22.91, 22.84, 88.47, 178.54, 318.05, 16.79, 15.21, 14.76, 21.75, 25.05, 23.73, 45.93, 130.1, 251.85, 24.55, 22.95, 17.07, 18.46, 23.14, 23.36, 32.09, 59.78, 163.72, 23.27, 24.07, 20.58, 21.38, 24.76, 23.59, 24.85, 31.44, 79.59, 23.05, 20.59, 20.9, 21.57, 22.86, 23.78, 27.99, 48.32, 21.99, 22.26, 23.18, 24.96, 25.32, 31.19, 48.16, 36.59, 30.31, 75.01]"
Jølster,"[969.14, 1008.54, 990.95, 939.09, 880.24, 1031.86, 1004.5, 965.59, 912.5, 815.99, 706.1, 1036.77, 1024.22, 997.99, 967.67, 853.62, 723.48, 553.98, 462.59, 994.65, 995.69, 971.63, 933.04, 872.12, 755.39, 590.11, 456.23, 394.05, 929.65, 911.67, 900.65, 854.88, 799.27, 753.85, 664.77, 556.21, 389.62, 864.23, 831.62, 814.7, 782.67, 731.84, 673.97, 626.14, 570.04, 499.22, 790.62, 722.16, 742.93, 713.02, 655.66, 603.78, 540.9, 505.33, 470.62, 692.86, 654.94, 647.9, 618.5, 575.19, 531.79, 497.94, 472.62, 450.74, 590.84, 573.15, 548.28, 517.75, 493.53, 466.49, 455.72, 438.65, 507.11, 491.49, 465.22, 455.44, 442.68, 445.39, 457.68, 459.04, 464.83, 470.92, 496.41]"
Leikanger,"[-196.0, -158.6, -165.3, -183.1, -160.8, -114.7, -112.5, -127.9, -119.4, -92.0, -93.7, -90.5, -114.6, -112.4, -109.9, -73.0, -71.5, -125.3, -121.9, -81.5, -123.1, -122.8, -77.0, -57.5, -56.6, -72.4, -84.8, -78.0, -77.2, -126.6, -126.3, -70.3, 3.13, 10.43, 18.3, 22.91, 19.92, 31.77, 23.54, 22.48, 26.48, 30.59, 43.86, 52.32, 61.67, 65.66, 75.6, 66.42, 58.79, 67.05, 72.67, 80.93, 84.8, 96.17, 87.43, 117.93, 111.85, 107.11, 110.01, 107.71, 109.49, 111.93, 112.1, 115.59, 153.85, 144.56, 147.51, 143.22, 135.52, 137.67, 137.34, 122.98, 195.29, 189.06, 174.46, 155.28, 145.15, 139.94, 197.71, 172.82, 162.54, 155.54, 167.86]"
Luster,"[1173.04, 1172.03, 1174.6, 1181.77, 1187.55, 1158.41, 1168.2, 1172.66, 1176.07, 1183.12, 1189.72, 1152.05, 1154.32, 1158.71, 1161.99, 1170.56, 1164.71, 1170.5, 1160.08, 1153.25, 1149.68, 1147.22, 1148.28, 1145.48, 1145.42, 1142.45, 1131.14, 1118.67, 1142.0, 1146.23, 1141.63, 1132.45, 1125.25, 1121.27, 1116.27, 1100.3, 1085.09, 1138.09, 1132.62, 1125.2, 1110.66, 1102.14, 1087.31, 1082.93, 1074.08, 1058.49, 1127.88, 1124.55, 1118.29, 1103.59, 1081.01, 1073.43, 1052.17, 1057.88, 1039.69, 1127.31, 1110.6, 1099.92, 1084.27, 1067.25, 1051.28, 1029.43, 1014.0, 1013.9, 1098.55, 1079.34, 1057.1, 1048.52, 1023.49, 982.36, 958.69, 937.65, 1042.08, 984.78, 953.53, 913.25, 900.06, 892.12, 917.81, 879.09, 879.07, 864.28, 839.79]"
Lærdal,"[496.52, 440.95, 418.42, 384.52, 340.03, 365.41, 348.6, 302.65, 260.53, 220.86, 191.19, 304.86, 256.52, 243.27, 167.22, 120.91, 89.76, 64.15, 47.04, 236.49, 199.12, 156.57, 115.14, 60.72, 21.36, 5.49, 2.73, 1.84, 146.91, 122.77, 95.66, 54.42, 1.14, 1.14, 1.86, 2.14, 2.45, 65.93, 30.91, 3.04, 1.82, 1.72, 2.15, 2.01, 1.43, 1.83, 2.35, 3.73, 1.49, 1.07, 0.7, 1.64, 1.55, 1.68, 2.18, 1.84, 1.85, 1.81, 1.6, 4.01, 0.92, 1.0, 1.89, 1.92, 2.05, 2.84, 1.73, 1.62, 0.05, 0.26, 0.41, 0.41, 0.75, 0.67, 0.4, 6.31, 13.78, 27.63, 30.49, 55.77, 76.23, 81.45, 125.07]"
Naustdal,"[27.06, 74.38, 15.32, 61.68, 200.9, 15.5, 16.88, 37.1, 109.59, 189.24, 208.17, 16.1, 4.07, 40.01, 77.98, 154.79, 168.6, 179.9, 201.81, 25.9, 31.69, 40.17, 76.38, 112.11, 131.93, 152.77, 172.21, 195.42, 0.16, 11.55, 40.66, 54.16, 74.08, 91.83, 102.07, 117.69, 154.48, 1.66, 1.87, 11.62, 22.36, 50.35, 74.8, 86.38, 90.51, 124.88, 2.92, 2.7, 3.44, 17.75, 41.06, 67.45, 92.46, 106.16, 125.01, 3.31, 1.99, 18.79, 29.08, 60.86, 82.36, 90.04, 112.71, 103.17, 20.89, 40.43, 44.62, 63.13, 78.35, 97.09, 108.49, 108.07, 14.75, 23.64, 36.01, 45.59, 72.02, 81.73, 4.77, 19.07, 31.71, 7.35, 5.35]"
Sogndal,"[19.74, 15.98, 4.87, 1.72, -68.7, 3.71, 2.63, -42.4, -68.7, -70.7, -92.3, 3.35, 2.25, -58.9, -71.7, -76.1, -95.4, -105.9, -109.9, 1.96, 0.56, -58.8, -58.8, -80.4, -93.1, -104.6, -110.6, -104.5, 11.6, 9.96, -58.6, -58.4, -74.4, -84.9, -100.3, -104.2, -101.1, 14.21, 12.24, 2.13, -58.2, -68.1, -74.3, -103.1, -101.9, -102.4, 13.91, 12.63, 11.52, -72.0, -65.8, -69.9, -84.0, -103.9, -103.9, 14.86, 14.84, 13.17, 10.57, 1.74, 2.45, -80.6, 1.37, 5.05, 30.02, 24.44, 25.56, 35.5, 43.08, 28.78, 17.15, 10.72, 77.76, 78.17, 74.74, 56.73, 33.0, 15.96, 106.67, 90.03, 63.72, 17.47, 49.71]"
Solund,"[-116.7, -123.0, -124.7, -128.9, -96.7, -99.1, -130.0, -131.2, -109.5, -99.5, -39.9, -96.1, -126.2, -107.8, -109.3, -97.9, -20.0, 22.3, -113.2, -105.2, -104.9, -96.7, -48.8, -37.1, -35.0, -19.9, -4.8, -110.5, -86.3, -96.3, -36.6, -32.1, -66.7, -39.7, -6.7, 13.02, -69.1, -51.0, -47.7, -6.5, -47.4, -54.8, -15.6, 12.95, 53.38, -43.0, -20.1, -17.7, -36.7, -73.4, -20.0, 8.38, 21.62, 114.75, -28.6, -9.7, -29.3, -48.3, -59.9, -20.6, 0.27, 86.2, 157.63, -30.5, -48.8, -49.1, -9.8, -7.6, 16.49, 71.39, -35.7, -48.3, -9.8, -22.1, -10.4, 18.0, -10.9, -20.4, -5.2, -5.4, 19.1]"
Stryn,"[169.06, 92.89, 123.48, 136.44, 154.06, 64.46, 88.25, 108.35, 117.55, 127.07, 157.28, 34.98, 51.21, 66.05, 73.56, 86.7, 98.44, 104.45, 134.92, 14.0, 20.52, 29.78, 43.56, 55.36, 65.35, 67.48, 83.56, 139.01, 5.03, 3.08, 3.93, 14.28, 23.38, 35.08, 46.69, 54.57, 89.39, 1.3, 2.34, 3.14, 2.02, 0.03, 0.15, 12.61, 24.37, 39.66, 2.52, 4.45, 4.59, 5.79, 4.18, 0.16, 6.63, 10.55, 20.76, 3.35, 4.5, 5.38, 6.11, 5.62, 0.28, 2.82, 7.91, 8.61, 8.74, 7.98, 6.84, 4.82, 1.64, 0.3, 1.21, 0.49, 8.27, 9.49, 8.42, 6.97, 3.08, 4.82, 22.07, 18.82, 17.78, 17.68, 44.5]"
Vik,"[284.39, 260.65, 262.07, 262.82, 159.23, 176.47, 172.94, 168.93, 158.98, 153.69, 110.33, 107.01, 108.51, 111.41, 112.58, 100.51, 98.98, 78.18, 79.21, 80.92, 89.74, 83.06, 78.83, 78.42, 70.25, 58.75, 68.72, 72.19, 74.03, 75.97, 73.79, 73.62, 58.89, 52.26, 60.37, 74.78, 69.72, 69.77, 68.05, 63.32, 43.42, 41.61, 51.86, 61.98, 94.81, 65.62, 55.53, 30.92, 32.75, 35.28, 42.02, 53.89, 61.49, 91.72, 58.93, 59.82, 27.78, 32.46, 35.11, 40.87, 43.48, 60.1, 88.84, 58.37, 27.41, 28.08, 31.76, 38.82, 42.96, 52.8, 88.38, 25.0, 26.9, 37.71, 43.77, 50.3, 59.85, 34.02, 44.61, 51.7, 66.42]"
Vågsøy,"[-96.8, -102.4, -16.3, -48.9, -48.7, -49.6, 35.95, 4.1, -8.9, -15.8, -24.6, -36.4, 109.89, 75.42, 45.78, 22.97, 12.52, 3.38, -3.1, 178.13, 133.91, 158.66, 147.54, 128.71, 107.62, 30.58, 7.27, -10.3, 195.95, 170.39, 167.86, 155.57, 135.17, 105.31, 71.09, 16.11, 2.0, 200.49, 173.33, 165.26, 142.97, 123.81, 110.3, 61.58, 12.19, 1.62, 195.73, 164.58, 154.34, 135.94, 132.19, 115.48, 50.19, 9.4, 1.6, 193.13, 158.6, 147.08, 144.19, 144.29, 115.51, 35.59, 5.14, -5.2, 140.26, 120.07, 126.58, 64.7, 31.8, 3.29, 1.65, 121.4, 83.53, 53.21, 30.45, 13.06, 1.67, 73.4, 41.58, 18.23, 3.2, 54.13, 29.6]"
Årdal,"[230.01, 101.61, 189.93, 388.97, 462.42, 77.49, 146.53, 329.29, 386.49, 285.56, 224.12, 53.72, 118.4, 195.87, 210.94, 209.5, 198.28, 236.33, 312.15, 55.03, 76.99, 128.17, 137.03, 154.88, 171.78, 221.01, 296.92, 372.71, 61.44, 82.24, 105.42, 126.25, 141.97, 203.15, 268.37, 302.23, 351.43, 63.12, 80.73, 99.54, 111.75, 114.8, 176.27, 252.58, 348.5, 449.5, 57.28, 64.63, 82.97, 88.3, 90.93, 123.72, 194.67, 268.4, 415.23, 31.16, 52.93, 57.54, 66.35, 69.9, 83.13, 155.83, 242.78, 372.49, 30.63, 38.48, 45.22, 47.8, 47.25, 90.87, 194.08, 306.32, 23.8, 28.21, 25.93, 38.71, 116.49, 221.95, 9.08, 22.12, 90.42, 145.61, 47.67]"
Sunnfjord,"[308.21, 372.48, 302.43, 349.61, 402.73, 99.02, 123.18, 167.32, 189.15, 430.18, 454.34, 68.9, 69.74, 74.99, 114.55, 167.9, 390.53, 414.04, 438.04, 73.88, 62.06, 63.11, 66.06, 96.87, 148.59, 286.78, 285.89, 371.78, 38.89, 38.63, 47.7, 55.55, 65.84, 131.55, 186.65, 171.28, 226.36, 26.95, 30.17, 34.85, 44.88, 60.89, 62.34, 105.03, 109.24, 109.89, 27.39, 31.16, 35.02, 40.59, 47.86, 53.66, 60.54, 65.94, 83.34, 27.88, 34.3, 44.5, 48.5, 66.97, 77.4, 83.82, 84.8, 90.63, 45.04, 68.4, 81.94, 86.48, 143.81, 139.7, 132.15, 153.34, 117.81, 152.11, 227.38, 152.06, 267.11, 235.2, 280.83, 254.8, 330.01, 306.86, 396.94]"
Aukra,"[35.33, 36.07, 37.31, 39.14, 40.58, 36.97, 39.75, 41.09, 42.27, 44.23, 46.78, 42.35, 43.61, 45.57, 45.46, 46.5, 48.81, 47.25, 30.7, 45.26, 45.96, 46.55, 46.79, 48.4, 49.95, 47.1, 42.51, 23.49, 46.03, 46.4, 46.52, 46.81, 49.23, 49.49, 45.69, 40.32, 28.63, 45.11, 45.57, 46.39, 47.4, 48.31, 45.49, 40.75, 36.17, 29.19, 43.62, 45.35, 45.82, 46.66, 45.37, 41.72, 34.93, 34.46, 30.13, 43.15, 45.03, 45.21, 45.83, 44.97, 36.96, 32.24, 33.27, 31.89, 41.34, 56.41, 49.46, 43.46, 30.86, 28.01, 26.59, 31.19, 55.45, 42.55, 33.93, 17.34, 18.5, 18.99, 8.0, 8.88, 18.61, 9.21, 14.11]"
Aure,"[-19.1, -19.4, -10.4, -11.8, -51.2, -51.3, -14.3, -24.2, -50.9, -52.0, -52.9, -58.3, -12.4, -43.9, -50.7, -59.4, -58.1, -62.3, -62.7, -53.6, -47.6, -51.7, -52.2, -64.8, -61.8, -58.7, -59.2, -45.0, -22.6, -54.5, -56.1, -57.0, -65.3, -62.4, -51.8, -50.7, -20.2, -11.2, -56.4, -60.0, -57.1, -59.0, -59.6, -52.1, -50.9, -10.1, 38.65, -59.8, -59.0, -53.1, -52.3, -51.7, -52.4, -50.8, -18.1, 2.26, -25.1, -56.8, -51.1, -10.0, -23.5, -51.4, -52.8, -50.2, -31.0, -24.1, -28.2, 16.32, 11.81, -50.5, -51.4, -38.6, -11.8, -11.7, -12.6, -41.2, -27.9, -12.1, 7.84, 26.9, -11.1, 26.87, 39.69, 31.14, 57.13, 76.83]"
Averøy,"[36.51, 40.4, 35.41, 36.53, 32.52, 31.42, 29.88, 31.39, 31.26, 31.15, 30.08, 30.44, 31.27, 29.39, 31.51, 30.77, 29.31, 30.06, 31.43, 35.05, 23.69, 26.28, 27.84, 31.98, 29.37, 26.13, 24.68, 29.48, 32.53, 22.53, 22.1, 20.83, 20.64, 23.23, 30.86, 25.71, 19.52, 16.63, 19.12, 26.24, 25.73, 23.98, 18.28, 15.21, 16.15, 18.78, 13.56, 13.2, 31.25, 24.09, 23.13, 20.13, 22.71, 19.33, 12.74, 11.92, -10.3, -10.5, 11.32, 31.21, 19.44, 16.42, 12.94, 11.54, 16.73, -10.1, -10.4, -10.4, 0.83, 14.11, 16.57, 11.98, 10.82, -10.3, -10.4, -10.3, 16.46, 21.84, 8.15, -12.5, -11.5, 3.28, 7.6, -10.8, -9.6]"
Hustadvika,"[10.0, 10.0, 16.71, 16.78, 15.9, 12.61, 25.89, 25.87, 19.97, 14.8, 12.43, 13.67, 33.61, 32.55, 32.13, 25.37, 21.13, 20.62, 19.83, 19.5, 39.16, 37.51, 34.07, 31.4, 30.4, 33.54, 33.02, 33.36, 29.13, 42.71, 41.14, 40.62, 40.75, 40.16, 39.51, 41.26, 42.48, 41.67, 45.59, 44.57, 45.63, 45.9, 45.72, 46.69, 47.5, 47.93, 49.22, 55.67, 56.24, 55.42, 56.01, 54.69, 55.31, 57.29, 58.52, 60.19, 68.14, 67.54, 63.26, 62.34, 65.8, 68.37, 72.44, 74.44, 78.48, 82.17, 77.47, 77.2, 80.57, 84.03, 90.37, 94.05, 96.39, 100.66, 103.56, 110.12, 118.43, 120.46, 123.22, 142.79, 146.63, 150.85, 155.28, 203.61, 202.01]"
Fræna,"[165.46, 201.34, 180.81, 162.52, 147.22, 228.03, 196.38, 177.17, 159.83, 143.18, 128.63, 239.29, 213.05, 189.54, 171.92, 151.54, 131.57, 114.96, 98.58, 252.87, 228.28, 204.6, 185.32, 165.92, 142.7, 119.82, 103.64, 87.89, 276.55, 250.46, 223.1, 203.58, 182.78, 158.97, 135.95, 119.61, 105.92, 300.86, 280.06, 254.46, 229.53, 207.24, 182.6, 158.93, 137.82, 109.82, 324.07, 311.43, 294.11, 266.52, 243.88, 218.08, 186.95, 159.99, 131.02, 342.42, 327.68, 311.44, 294.52, 279.4, 265.17, 236.92, 192.43, 154.06, 341.36, 319.0, 300.4, 286.31, 265.68, 244.17, 222.7, 189.75, 299.77, 275.04, 254.39, 244.27, 207.84, 181.66, 255.9, 237.52, 218.13, 199.5, 237.59]"
Giske,"[-8.7, -8.6, -4.7, -2.1, -2.7, -3.7, 0.1, 0.1, 2.33, -0.6, -0.8, -2.6, 2.8, 3.71, 4.05, 5.67, 5.48, 1.25, 3.72, -1.6, 2.94, 6.08, 23.24, 23.38, 18.73, 8.47, 6.91, -1.0, -0.6, 4.46, 11.63, 17.63, 20.25, 18.92, 15.52, 15.24, 12.23, 7.49, 4.89, 9.6, 10.58, 16.55, 18.12, 14.78, 14.36, 11.58, 7.27, 7.24, 8.65, 9.73, 11.27, 14.0, 14.14, 13.98, 12.12, 9.06, 6.68, 8.18, 9.45, 11.47, 13.08, 12.93, 12.99, 10.95, 11.24, 7.8, 8.52, 9.79, 11.44, 11.66, 11.98, 12.15, 12.41, 9.58, 10.59, 11.33, 11.42, 10.65, 12.5, 11.28, 10.77, 10.33, 11.74, 8.24, 7.84]"
Gjemnes,"[-105.9, -134.9, -130.4, -140.9, -143.6, -146.8, -142.3, -141.3, -139.0, -133.5, -109.7, -104.3, -143.3, -140.1, -136.4, -120.7, -101.5, -77.1, -52.5, -39.4, -143.7, -139.8, -135.0, -117.4, -104.8, -88.4, -61.1, -18.1, 14.63, -104.2, -111.1, -110.0, -97.3, -101.3, -55.1, -11.3, 37.33, 66.0, -101.9, -87.8, -38.1, -16.1, -15.1, -13.0, 23.01, 76.56, 96.02, -49.7, -27.2, 3.34, 10.76, 1.44, 25.08, 69.6, 87.87, 116.86, -16.8, 3.71, 23.66, 17.51, 23.94, 50.74, 71.65, 97.01, 113.19, 4.06, 20.62, 17.33, 41.7, 53.28, 63.9, 76.55, 84.52, 10.05, 13.3, 22.97, 43.28, 59.65, 69.17, 1.62, 27.9, 47.13, 60.13, 22.35, 44.95]"
Halsa,"[23.86, 24.45, 23.23, 21.83, 23.32, 27.56, 20.56, 20.62, 22.81, 24.21, 24.6, 29.7, 21.69, 23.09, 22.48, 23.73, 23.43, 22.08, 25.35, 30.73, 23.37, 23.84, 24.04, 22.42, 21.19, 22.4, 22.08, 22.73, 29.67, 24.47, 23.68, 24.35, 24.33, 24.69, 23.38, 22.85, 19.41, 21.53, 24.09, 24.8, 25.96, 26.43, 26.34, 24.31, 24.38, 22.98, 19.19, 29.5, 26.78, 26.86, 28.13, 29.12, 27.28, 25.98, 24.75, 22.56, 33.04, 31.68, 31.02, 30.86, 30.68, 28.91, 28.41, 26.19, 23.05, 36.37, 33.79, 33.09, 31.52, 28.0, 25.76, 22.73, 19.11, 35.08, 29.18, 27.74, 22.49, 17.89, 17.2, 29.34, 25.77, 20.42, 16.35, 17.0, 10.12]"
