Municipality,Elevation
Tysvær,"[44.09, 53.88, 40.66, 43.89, 32.35, 33.3, 33.59, 43.19, 41.06, 44.58, 32.62, 32.74, 34.8, 45.85, 48.65, 43.26, 43.16, 43.98, 37.85, 40.91, 43.54, 52.43, 74.5, 63.5, 44.14, 56.29, 64.84, 47.27, 56.04, 51.07, 59.01, 82.03, 59.33, 43.9, 54.98, 74.69, 57.32, 54.05, 62.46, 56.5, 53.19, 49.82, 64.01, 72.46, 94.35, 60.92, 53.0, 53.0, 53.17, 49.29, 53.63, 93.75, 110.87, 139.61, 53.0, 54.62, 60.09, 77.32, 79.94, 54.61, 101.47, 127.44, 120.54, 55.58, 60.02, 85.57, 65.04, 66.83, 112.63, 114.43, 103.3, 80.33, 57.62, 72.27, 104.48, 94.78, 108.75, 77.75, 82.13, 79.02, 88.39]"
Vindafjord,"[489.71, 490.88, 498.57, 502.28, 496.16, 502.07, 509.15, 509.43, 512.54, 491.03, 512.34, 521.2, 536.09, 553.71, 541.91, 522.62, 503.93, 497.03, 537.55, 555.09, 560.97, 579.46, 561.69, 543.31, 527.68, 516.4, 511.52, 540.64, 563.45, 586.73, 594.15, 581.19, 555.83, 543.61, 535.84, 531.11, 516.68, 559.35, 581.5, 599.25, 585.19, 568.56, 559.8, 548.34, 540.71, 505.73, 529.5, 561.57, 567.54, 568.05, 567.2, 563.78, 555.43, 548.95, 522.24, 537.19, 554.87, 578.13, 577.03, 582.94, 574.37, 564.45, 558.51, 552.62, 567.84, 583.68, 577.32, 586.78, 575.54, 569.84, 564.91, 579.66, 579.71, 592.88, 622.95, 600.13, 582.23, 615.79, 646.53, 629.7, 650.27]"
Askøy,"[0.1, 5.62, 4.46, 17.28, 14.29, 20.17, 21.09, -10.6, 7.88, 28.75, 26.33, -10.8, -11.5, -14.8, 45.81, 37.53, 33.14, 27.64, 20.37, 16.44, -15.5, 36.57, 37.64, 30.56, 24.23, 21.74, 20.3, 20.35, 4.39, -12.7, 23.41, 33.16, 30.13, 19.0, 17.49, 18.24, 8.21, -11.0, -10.7, 18.48, 32.1, 23.84, 17.0, 17.49, 13.51, 13.89, -9.4, -9.3, 26.71, 23.98, 22.3, 18.76, 17.53, 16.62, 5.27, -9.5, -10.0, 27.9, 19.98, 14.25, 11.6, 14.95, 20.18, 0.77, 26.75, 21.06, 9.3, 11.44, 18.38, 17.51, 23.13, 18.84, 14.11, 14.08, 19.39, 23.47, 16.49, 15.34, 20.77, 17.45, 21.63]"
Austrheim,"[15.48, 18.14, 12.62, 14.48, 16.42, 19.73, 15.41, 18.94, 28.18, 18.63, 17.99, 23.19, 21.01, 19.01, 16.77, 15.73, 16.41, 20.18, 27.42, 20.48, 17.67, 21.41, 18.47, 15.98, 16.66, 12.0, 12.0, 27.9, 21.06, 20.34, 26.25, 30.42, 22.88, 23.31, 18.26, 18.34, 26.33, 30.93, 25.04, 22.71, 24.6, 23.2, 24.93, 41.02, 28.22, 30.29, 32.0, 26.84, 26.97, 27.06, 27.13, 22.18, 34.33, 35.1, 36.55, 33.94, 32.41, 37.83, 30.84, 27.99, 31.02, 30.59, 34.61, 34.43, 34.24, 32.95, 11.96, 27.36, 31.06, 35.04, 17.29, 2.99, 24.53, 32.41, 32.29, 28.96, 32.56, 31.63, 24.16, 24.38, 23.56]"
Bergen,"[-5.9, 10.97, 9.99, 7.78, 5.52, 2.01, 9.36, 13.42, 21.16, 30.09, 26.14, 2.73, 16.1, 30.75, 26.74, 24.62, 14.93, 6.01, 2.38, 14.21, 26.04, 22.45, 20.61, 18.1, 8.83, 2.06, 1.33, 2.21, 24.71, 26.15, 24.96, 12.65, 7.98, 3.71, 3.25, 1.86, 2.46, 25.26, 16.13, 8.98, 4.06, 2.38, 2.32, 0.18, 2.88, 5.03, 8.7, 6.96, 5.98, 5.97, 0.87, 0.39, 0.21, 1.7, 4.62, 7.03, 8.39, 8.63, 2.46, 1.99, 2.28, 2.04, 8.85, 8.46, 9.47, 11.67, 5.57, 4.84, 5.41, 6.53, 7.2, 10.91, 7.92, 4.69, 2.74, 3.9, 9.43, 23.93, 2.22, 5.04, 12.6, 7.73, 34.78]"
Bømlo,"[38.36, 26.92, 36.26, 34.2, 7.0, 12.55, 19.84, 31.86, 31.47, 37.26, 16.31, 29.15, 21.84, 29.99, 17.46, 14.41, 19.76, 18.97, 16.7, 12.68, 37.21, 39.74, 37.29, 35.93, 34.02, 30.98, 34.32, 22.55, 26.92, 36.17, 35.6, 37.2, 49.95, 38.63, 36.77, 39.09, 21.5, 18.19, 30.29, 30.75, 31.06, 47.62, 39.33, 37.49, 59.78, 27.64, 14.89, 28.28, 36.08, 39.02, 37.84, 32.45, 39.35, 38.99, 34.09, 20.66, 43.24, 44.75, 39.38, 37.29, 32.26, 44.73, 36.48, 16.66, 53.16, 43.37, 36.14, 37.81, 35.73, 38.54, 43.55, 40.57, 37.7, 35.09, 34.13, 26.1, 21.69, 31.6, 34.8, 21.09, 23.6]"
Eidfjord,"[1345.18, 1345.94, 1347.27, 1342.11, 1345.02, 1340.36, 1340.28, 1340.17, 1326.86, 1320.99, 1342.14, 1332.8, 1329.7, 1324.66, 1311.22, 1314.05, 1295.27, 1259.93, 1329.22, 1317.49, 1317.65, 1300.91, 1301.6, 1302.73, 1277.82, 1240.65, 1217.65, 1304.7, 1301.72, 1298.45, 1277.01, 1276.8, 1264.67, 1239.17, 1210.99, 1198.3, 1286.7, 1272.94, 1263.74, 1251.8, 1243.63, 1221.11, 1201.3, 1190.28, 1180.95, 1256.12, 1244.74, 1239.52, 1229.53, 1206.87, 1192.65, 1183.04, 1173.22, 1165.7, 1235.89, 1228.96, 1215.94, 1197.03, 1186.42, 1176.02, 1167.42, 1158.13, 1155.99, 1204.39, 1190.14, 1177.67, 1168.52, 1162.24, 1154.67, 1153.14, 1154.39, 1167.4, 1157.38, 1153.65, 1151.36, 1152.46, 1154.0, 1150.84, 1150.71, 1153.5, 1164.55]"
Etne,"[441.53, 453.49, 437.61, 424.68, 433.38, 434.01, 442.62, 418.08, 425.03, 444.7, 429.96, 438.15, 424.38, 414.4, 427.15, 444.87, 440.09, 453.9, 437.4, 432.25, 416.22, 416.31, 423.57, 426.36, 435.27, 443.36, 448.23, 455.1, 439.27, 419.63, 414.64, 417.86, 421.53, 435.74, 457.08, 466.19, 422.51, 420.47, 413.36, 414.68, 424.11, 441.1, 472.74, 484.04, 494.05, 409.99, 412.56, 419.39, 420.39, 439.0, 442.43, 467.3, 493.98, 542.9, 411.33, 428.56, 433.91, 440.12, 442.82, 453.38, 509.91, 543.69, 583.2, 429.88, 449.3, 470.92, 482.12, 503.8, 547.58, 584.21, 585.82, 492.59, 529.55, 568.49, 590.59, 605.63, 594.0, 596.31, 598.43, 608.08, 626.19]"
Fedje,"[15.29, 22.29, 12.97, 17.12, 22.59, 14.0, 15.03, 13.73, 17.06, 26.53, 30.86, 17.0, 18.57, 19.26, 17.76, 29.62, 25.71, 25.51, 12.71, 16.37, 21.22, 15.06, 19.14, 22.3, 25.47, 26.98, 27.71, 16.64, 11.0, 17.77, 15.69, 16.28, 17.71, 25.18, 27.89, 22.7, 20.0, 11.0, 11.0, 11.0, 11.0, 11.37, 13.87, 21.89, 12.0, 15.76, 11.0, 11.0, 11.63, 17.17, 16.28, 18.53, 18.0, 9.7, 12.71, 16.48, 15.95, 21.1, 20.67, 20.16, 21.22, 15.49, 18.0, 13.06, 18.73, 21.19, 21.63, 13.95, 14.72, 6.93, 16.26, 16.01, 15.39, 10.71, -5.5, -4.7, 8.02, 17.02, 0.63, 16.7, 10.1]"
Fitjar,"[37.43, 40.72, 37.2, 26.75, 48.94, 40.66, 32.44, 28.75, 50.44, 61.34, 43.86, 36.74, 22.88, 32.92, 46.76, 57.41, 84.65, 117.96, 35.24, 22.76, 17.48, 31.7, 47.85, 54.29, 83.26, 130.86, 162.54, 17.92, 16.73, 8.65, 24.79, 41.77, 47.82, 64.45, 107.24, 151.31, 9.05, 6.57, 8.53, 25.44, 34.97, 36.79, 47.15, 74.73, 129.47, 1.13, -5.4, 7.97, 25.87, 30.54, 36.81, 47.64, 65.16, 119.1, -5.6, -6.4, 6.02, 28.08, 34.4, 42.02, 49.85, 71.37, 126.16, -5.5, 10.42, 27.92, 38.25, 41.68, 48.48, 82.81, 132.0, 30.09, 35.84, 39.78, 47.8, 85.12, 139.35, 41.18, 47.95, 89.53, 102.73]"
Fusa,"[89.02, 163.07, 144.89, 104.74, 137.5, 173.46, 212.26, 170.02, 133.12, 106.34, 220.76, 227.1, 224.95, 252.15, 180.15, 138.52, 142.12, 251.2, 300.86, 274.97, 241.35, 265.88, 248.52, 184.22, 169.08, 174.5, 228.67, 363.15, 424.0, 343.46, 365.47, 320.06, 231.07, 230.53, 214.74, 185.82, 391.95, 422.82, 391.37, 373.49, 365.0, 321.7, 305.64, 262.03, 216.8, 325.17, 402.84, 382.26, 402.1, 381.09, 354.57, 336.51, 326.22, 283.14, 255.39, 391.53, 372.85, 376.37, 366.34, 340.61, 322.65, 324.67, 319.29, 382.96, 397.21, 394.21, 375.63, 368.53, 336.1, 354.24, 312.88, 449.6, 455.69, 407.7, 369.39, 370.71, 359.17, 457.21, 424.13, 379.39, 398.7]"
Granvin,"[188.43, 237.13, 295.62, 378.26, 105.1, 198.81, 273.76, 355.96, 450.56, 428.68, 50.13, 170.2, 250.44, 327.66, 364.4, 401.2, 521.94, 588.2, 14.42, 148.15, 203.2, 284.79, 258.91, 394.63, 507.81, 597.37, 642.03, 24.89, 121.52, 207.53, 207.8, 248.56, 389.7, 508.08, 588.2, 630.47, -46.9, 78.53, 103.36, 126.33, 218.65, 362.13, 492.42, 569.24, 603.86, -86.9, 12.88, 52.09, 99.25, 244.03, 319.39, 455.34, 484.78, 563.1, -145.6, -58.9, 19.03, 57.16, 198.81, 334.15, 332.52, 425.37, 486.23, -51.8, -13.2, 38.44, 116.05, 205.89, 324.3, 420.05, 396.04, 30.2, 86.39, 160.11, 279.42, 346.67, 336.25, 148.42, 257.33, 303.45, 210.48]"
Jondal,"[290.64, 265.47, 283.01, 287.87, 166.31, 222.14, 234.61, 250.21, 274.17, 308.99, 114.83, 190.04, 212.89, 225.23, 246.97, 271.83, 285.34, 299.19, 104.65, 178.3, 188.23, 175.98, 198.95, 235.82, 249.95, 259.92, 267.8, 77.64, 127.38, 153.29, 149.77, 162.24, 185.34, 205.77, 219.49, 224.45, 48.72, 64.66, 105.55, 127.06, 121.41, 134.88, 174.07, 186.13, 176.27, 20.38, 32.04, 40.99, 86.05, 98.55, 110.36, 139.06, 147.13, 140.6, -40.2, 1.45, 17.82, 42.89, 71.1, 92.01, 100.22, 114.94, 102.04, 1.37, 17.04, 26.76, 43.86, 54.02, 63.16, 77.58, 93.51, 24.39, 41.93, 46.33, 53.72, 73.38, 90.78, 45.61, 48.07, 60.11, 44.32]"
Kvam,"[677.6, 708.79, 689.58, 643.77, 722.02, 728.74, 713.06, 689.49, 636.18, 615.3, 757.8, 749.71, 729.91, 695.61, 611.74, 624.06, 666.74, 638.79, 771.68, 756.53, 753.5, 702.22, 651.53, 681.78, 691.77, 667.83, 645.22, 771.09, 773.79, 760.74, 661.02, 697.42, 711.85, 699.64, 695.38, 657.39, 811.54, 771.76, 732.63, 750.37, 722.35, 729.8, 715.21, 713.29, 662.91, 803.85, 783.98, 778.0, 785.42, 751.3, 733.2, 736.68, 721.84, 703.44, 796.7, 809.59, 812.36, 803.11, 758.92, 769.5, 739.69, 720.91, 745.32, 819.11, 831.25, 816.81, 774.06, 790.47, 761.24, 720.21, 769.06, 812.42, 793.24, 807.69, 786.7, 741.73, 803.61, 831.68, 804.01, 797.64, 819.94]"
Kvinnherad,"[675.84, 699.04, 693.95, 596.35, 679.0, 705.53, 657.87, 543.93, 451.92, 385.08, 679.0, 688.24, 593.55, 498.46, 419.29, 354.85, 317.92, 310.81, 651.88, 639.46, 569.63, 450.64, 377.86, 325.5, 300.97, 312.2, 448.72, 579.65, 541.88, 466.3, 401.81, 335.71, 303.27, 288.67, 335.92, 506.6, 552.51, 476.08, 407.92, 352.45, 304.8, 286.13, 292.0, 358.93, 548.75, 537.91, 442.79, 365.46, 313.68, 279.63, 267.49, 295.73, 417.42, 523.39, 460.54, 390.34, 333.74, 277.84, 259.04, 251.54, 329.63, 401.92, 364.35, 341.91, 287.29, 251.07, 242.04, 261.2, 347.41, 329.6, 296.63, 220.39, 223.81, 269.09, 330.48, 257.19, 248.2, 299.18, 226.02, 204.56, 174.75]"
Lindås,"[58.24, 58.85, 60.44, 65.75, 75.29, 58.65, 62.42, 67.38, 77.37, 64.84, 66.44, 64.91, 72.11, 86.4, 61.32, 60.92, 60.51, 54.4, 54.89, 78.67, 83.72, 72.76, 59.23, 51.09, 52.49, 56.86, 54.52, 54.88, 91.64, 66.76, 60.64, 54.96, 48.84, 52.57, 55.07, 53.96, 56.95, 60.71, 63.3, 53.38, 52.73, 52.22, 53.55, 54.96, 59.78, 61.53, 58.39, 54.65, 52.28, 55.78, 57.13, 57.62, 66.02, 72.05, 70.74, 53.52, 47.99, 46.48, 45.42, 55.43, 61.44, 74.48, 87.94, 79.15, 49.61, 50.58, 46.8, 56.52, 65.95, 73.31, 76.07, 81.34, 44.33, 58.36, 63.74, 59.03, 69.33, 33.06, 63.85, 51.35, 31.48, 52.8, 22.0]"
Masfjorden,"[353.67, 418.59, 277.79, 411.85, 490.37, 155.42, 322.07, 434.39, 487.3, 559.09, 554.29, 152.9, 275.86, 421.6, 502.58, 542.81, 544.0, 544.0, 146.43, 246.23, 400.24, 493.33, 552.13, 544.74, 545.97, 544.0, 565.67, 124.32, 220.19, 334.71, 522.86, 555.27, 544.0, 544.0, 548.98, 571.0, 107.36, 204.48, 403.23, 546.92, 548.76, 558.93, 583.45, 579.15, 577.82, 96.95, 211.55, 433.4, 546.28, 554.18, 564.0, 578.49, 587.63, 591.32, 97.26, 234.66, 443.45, 518.21, 572.12, 566.94, 577.07, 591.29, 609.3, 396.38, 496.09, 554.58, 555.23, 559.28, 570.98, 582.84, 465.54, 519.49, 548.71, 550.19, 564.09, 572.88, 549.9, 558.88, 554.05, 571.4, 571.07]"
Meland,"[15.35, 21.52, 24.82, 23.34, 22.48, 24.66, 34.42, 32.06, 27.16, 25.78, 25.69, 41.98, 25.88, 33.94, 40.16, 33.46, 37.52, 45.17, 35.87, 16.29, 33.31, 34.98, 54.72, 41.46, 42.45, 39.41, 39.2, 26.06, 1.71, 6.39, 30.33, 33.58, 40.24, 43.64, 36.48, 38.61, 25.17, -1.3, 0.75, 21.59, 36.65, 43.31, 44.88, 38.37, 27.81, 13.76, -3.0, -3.6, 26.19, 39.85, 39.27, 39.53, 34.79, 18.41, 5.53, -1.8, -5.2, 26.43, 21.34, 21.97, 28.25, 25.42, 15.25, -4.1, 9.98, -2.8, 5.37, 11.2, 16.31, 10.15, -5.0, -5.0, 3.37, 10.34, 14.93, 5.7, 0.57, 9.66, 12.97, 1.5, -5.6]"
Modalen,"[570.01, 679.98, 669.31, 584.29, 681.99, 685.29, 663.42, 636.4, 608.34, 737.84, 705.79, 683.01, 688.98, 658.28, 637.26, 712.82, 751.02, 761.96, 729.61, 713.63, 699.59, 720.07, 689.3, 703.69, 741.64, 745.12, 755.64, 758.36, 724.45, 724.98, 713.09, 687.0, 706.96, 720.48, 720.71, 759.69, 776.98, 760.13, 738.25, 710.3, 706.81, 687.0, 712.83, 733.3, 766.68, 802.61, 814.48, 781.98, 753.72, 689.0, 687.97, 694.45, 722.55, 764.15, 833.15, 835.44, 818.35, 800.53, 741.11, 704.56, 694.14, 709.62, 776.36, 844.15, 831.5, 814.29, 778.6, 740.71, 742.16, 721.47, 779.52, 821.59, 778.38, 784.04, 807.42, 788.34, 784.51, 851.11, 841.6, 817.65, 836.19]"
Odda,"[1234.55, 1181.51, 1141.86, 1121.1, 1184.11, 1129.81, 1081.82, 1035.52, 1016.31, 876.82, 1096.9, 1075.31, 1027.52, 978.34, 935.07, 846.82, 706.71, 644.57, 1026.63, 957.8, 922.08, 910.81, 864.24, 792.65, 661.59, 598.4, 541.44, 951.39, 907.85, 888.0, 889.92, 854.26, 769.42, 666.03, 596.26, 527.67, 906.64, 900.0, 890.19, 895.52, 879.79, 774.61, 688.22, 623.17, 546.44, 901.46, 913.66, 915.89, 920.95, 900.66, 815.75, 761.38, 675.38, 588.86, 919.0, 948.2, 949.16, 934.54, 906.86, 844.72, 797.45, 746.76, 631.98, 989.01, 954.33, 875.21, 870.51, 822.9, 834.4, 776.66, 759.26, 841.42, 819.12, 818.0, 820.59, 842.8, 855.04, 832.28, 851.04, 854.41, 862.37]"
Os,"[158.99, 170.56, 173.71, 177.63, 191.46, 160.73, 187.55, 185.56, 173.39, 138.91, 176.02, 204.61, 176.93, 195.12, 194.19, 177.64, 134.81, 126.73, 122.82, 170.31, 201.41, 187.16, 190.36, 182.85, 176.79, 173.88, 160.77, 71.37, 124.44, 165.28, 227.81, 213.43, 194.63, 180.82, 180.39, 188.79, 62.76, 82.66, 139.4, 192.15, 245.51, 217.47, 190.26, 189.54, 193.18, 61.21, 67.88, 85.82, 164.19, 219.77, 242.55, 211.04, 182.13, 202.65, 75.07, 61.34, 67.77, 90.79, 167.02, 211.46, 206.32, 183.48, 202.24, 71.15, 62.4, 68.96, 105.57, 154.56, 180.67, 166.24, 189.89, 65.75, 66.52, 95.11, 133.67, 145.69, 190.83, 63.04, 87.9, 118.87, 80.07]"
Osterøy,"[443.84, 478.38, 479.87, 449.56, 363.06, 473.45, 488.0, 454.54, 403.28, 385.55, 371.79, 430.63, 483.37, 438.23, 396.88, 416.95, 404.2, 411.46, 408.56, 436.34, 449.55, 457.33, 417.3, 425.66, 450.67, 453.87, 411.64, 436.27, 468.9, 479.11, 461.87, 429.8, 426.16, 479.44, 484.18, 451.28, 468.99, 477.92, 494.6, 467.29, 435.26, 451.84, 509.89, 509.63, 495.76, 485.73, 480.07, 498.75, 471.3, 456.46, 473.23, 520.02, 523.58, 504.19, 501.5, 485.78, 489.97, 466.59, 482.83, 486.83, 505.39, 512.75, 504.95, 497.37, 481.72, 477.21, 495.62, 491.87, 496.96, 506.31, 502.21, 498.5, 491.99, 493.54, 494.04, 499.53, 500.06, 497.95, 494.61, 494.09, 496.86]"
Voss,"[636.51, 601.3, 619.48, 633.15, 540.1, 549.06, 565.0, 582.77, 574.72, 572.65, 509.9, 520.39, 526.85, 538.09, 541.15, 547.81, 539.88, 525.55, 501.18, 497.66, 503.54, 511.74, 520.56, 519.34, 513.38, 513.93, 497.09, 488.61, 489.91, 486.6, 495.39, 503.01, 498.51, 501.54, 492.89, 485.47, 461.96, 470.31, 474.15, 472.61, 469.67, 475.68, 488.45, 480.17, 470.56, 440.11, 448.05, 447.11, 441.59, 460.57, 470.58, 470.24, 472.5, 452.85, 410.12, 419.77, 422.29, 421.03, 433.34, 440.63, 446.57, 435.72, 418.43, 379.22, 383.73, 390.06, 394.09, 402.42, 411.38, 400.28, 365.74, 345.38, 353.34, 363.77, 360.32, 343.76, 303.52, 304.37, 307.98, 268.15, 232.82]"
Øygarden,"[7.36, 1.63, 21.45, 7.36, -17.8, 22.63, -30.2, -20.3, -20.9, -8.7, 17.6, 8.43, -33.1, -20.2, -19.6, -11.1, 24.26, 36.67, 39.05, -34.5, -39.7, -46.6, -30.7, -12.2, 32.83, 41.45, 39.49, 51.19, -49.3, -43.6, -51.2, -36.6, -30.2, 33.54, 46.92, 48.0, 49.34, -34.4, -40.0, -53.1, -50.6, -32.9, 17.55, 41.67, 45.13, 49.33, -31.2, -33.1, -50.7, -35.1, 7.81, 35.49, 41.02, 33.42, 29.68, 17.11, -22.1, -31.7, -39.0, 5.33, 17.89, 39.37, 41.43, 41.97, -11.0, -28.2, -33.0, 4.94, 20.04, 40.51, 47.63, 42.32, -22.1, 10.93, 42.43, 46.83, 35.49, 44.51, 28.86, 46.17, 37.94, 31.6, 27.29]"
Ullensvang,"[303.17, 280.16, 191.08, 156.33, 338.11, 251.84, 170.38, 137.13, 98.09, 93.0, 306.44, 231.27, 151.74, 114.82, 79.35, 60.49, 31.52, 20.52, 315.78, 210.65, 155.97, 120.68, 88.16, 23.62, 23.52, 14.64, 13.13, 315.18, 232.48, 193.35, 138.13, 61.61, 15.74, 16.88, 10.5, 11.4, 315.72, 235.73, 184.42, 121.16, 50.2, 14.0, 13.78, 12.12, 9.85, 269.45, 248.49, 180.65, 75.04, 22.31, 13.96, 12.69, 11.73, 11.49, 249.56, 219.64, 164.47, 56.74, 12.63, 12.76, 9.56, 3.79, 8.81, 207.61, 152.41, 63.13, 4.44, 1.6, -4.6, 3.54, 5.2, 37.29, 3.02, -10.6, -14.2, 1.51, 3.95, -21.4, -17.5, -9.7, -21.1]"
Alver,"[27.47, 28.9, 28.13, 32.31, 32.16, 35.61, 34.43, 35.94, 33.57, 26.57, 26.61, 39.98, 37.94, 37.76, 36.72, 37.4, 38.61, 44.6, 25.57, 43.53, 42.54, 54.53, 50.79, 44.06, 52.33, 51.75, 47.77, 34.67, 55.39, 60.65, 60.02, 53.89, 49.32, 57.52, 54.74, 55.74, 43.51, 55.45, 62.76, 62.61, 59.97, 54.18, 57.15, 58.9, 59.72, 59.34, 55.72, 65.82, 62.85, 70.62, 62.12, 63.27, 63.25, 76.77, 62.38, 56.5, 57.14, 60.63, 62.83, 60.52, 79.91, 68.99, 75.03, 69.86, 72.66, 72.57, 65.95, 77.29, 82.88, 65.46, 77.47, 71.43, 79.11, 78.16, 83.64, 68.17, 71.95, 73.8, 75.9, 73.05, 71.02, 78.95, 91.04]"
Vaksdal,"[23.72, 29.41, 23.16, 30.71, 49.91, 33.89, 29.73, 26.32, 31.18, 31.68, 183.83, 58.96, 39.37, 29.98, 29.18, 32.53, 36.18, 104.12, 281.03, 98.53, 45.24, 42.67, 34.58, 34.63, 34.77, 70.44, 129.73, 343.85, 180.86, 67.69, 49.85, 44.14, 35.01, 33.78, 40.93, 50.28, 398.8, 297.85, 124.52, 143.26, 67.47, 40.68, 37.39, 40.57, 53.29, 309.54, 357.67, 270.15, 213.98, 117.85, 48.44, 43.16, 41.31, 45.8, 278.89, 371.42, 290.73, 198.12, 142.13, 52.91, 58.33, 49.68, 51.27, 343.88, 303.91, 157.89, 86.41, 58.44, 60.04, 61.4, 94.9, 140.78, 64.61, 59.38, 60.02, 78.25, 147.79, 89.35, 79.35, 140.62, 183.93]"
Samnanger,"[108.99, 91.84, 135.48, 150.94, 52.86, 78.47, 122.51, 149.14, 182.42, 166.7, 57.5, 78.38, 110.09, 182.72, 204.69, 138.91, 120.81, 156.56, 66.78, 111.68, 117.94, 182.92, 190.48, 125.71, 163.63, 209.33, 241.36, 98.25, 110.97, 135.21, 189.0, 201.35, 132.96, 150.32, 202.77, 225.42, 110.68, 129.1, 139.3, 180.83, 202.55, 167.47, 136.57, 138.38, 202.79, 116.97, 137.31, 145.68, 165.21, 190.95, 187.16, 171.23, 130.66, 162.56, 118.72, 153.61, 151.31, 163.08, 199.67, 205.52, 187.04, 136.72, 130.98, 144.0, 161.31, 175.76, 217.12, 222.77, 194.67, 142.8, 127.91, 218.61, 244.59, 238.04, 223.88, 160.87, 127.93, 259.46, 242.22, 191.38, 217.42]"
Ulvik,"[-35.7, -22.1, -19.3, -14.3, -13.9, -17.7, -15.8, -22.5, -9.6, -10.4, -11.8, -15.4, -12.0, -24.7, -18.5, -14.8, -10.7, -13.1, 3.58, 4.1, 1.8, -19.2, -22.3, -13.9, -12.1, -20.3, -17.3, 8.44, 11.01, -12.3, -12.4, -21.5, -20.8, -17.1, -25.3, -25.5, 9.81, 24.4, 43.89, 4.83, -10.9, -15.8, -15.9, -25.6, -20.9, 33.36, 49.59, 65.14, 26.07, -13.9, -11.7, -13.7, -18.2, -18.6, 30.33, 53.7, 89.78, 59.57, 24.27, 4.13, -10.0, -12.5, -9.5, 91.95, 88.47, 69.12, 42.7, 26.96, 6.7, 5.02, 2.26, 87.44, 67.68, 53.35, 26.75, 24.02, 28.37, 86.52, 67.93, 56.77, 100.86]"
Sveio,"[8.0, 8.0, 8.0, 8.0, 10.45, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 19.18, 8.0, 8.0, 23.1, 12.4, 16.2, 28.47, 24.77, 24.21, 32.82, 18.96, 13.32, 26.01, 21.77, 26.24, 37.12, 42.91, 54.78, 63.92, 39.57, 21.8, 33.2, 27.34, 28.2, 32.68, 32.46, 37.4, 37.83, 41.63, 36.98, 39.16, 24.63, 28.39, 28.18, 31.56, 38.81, 40.96, 41.89, 40.52, 28.04, 31.29, 34.83, 33.54, 36.93, 40.51, 41.89, 41.13, 32.85, 41.11, 49.43, 58.59, 52.66, 45.53, 40.16, 71.88, 78.84, 59.86, 77.39]"
Stord,"[38.55, 32.95, 16.76, 13.84, 49.01, 37.78, 17.32, 19.45, 40.27, 25.65, 58.32, 40.41, 29.83, 25.55, 51.13, 36.65, 14.82, -11.2, 72.52, 65.32, 44.78, 28.89, 48.9, 38.81, 22.37, -4.7, -25.3, 59.13, 53.31, 34.72, 35.91, 41.25, 36.92, 26.21, -6.5, -5.6, 55.49, 50.4, 27.4, 39.51, 36.83, 32.29, 29.67, 4.12, 3.82, 47.99, 36.69, 24.99, 39.2, 34.36, 38.31, 4.65, 17.65, 13.26, 32.63, 22.31, 25.09, 31.21, 23.31, 24.07, 12.44, 15.98, 21.73, 22.56, 22.7, 26.6, 4.51, 15.23, 21.27, 27.65, 24.75, 6.61, 11.27, 27.83, 33.6, 39.55, 40.23, 32.67, 36.61, 45.13, 49.77]"
Tysnes,"[35.4, 20.08, 14.8, 27.66, -37.9, -30.5, 3.62, 36.15, 68.84, 118.63, -56.0, -30.3, 1.69, 38.92, 64.21, 107.15, 149.64, 223.23, -53.7, -39.5, 9.01, 62.82, 60.08, 113.47, 175.15, 215.16, 301.76, -58.5, -48.1, 2.09, 68.15, 62.94, 89.14, 139.84, 195.07, 280.7, -49.6, -39.5, -31.4, 32.09, 42.35, 63.46, 106.96, 153.49, 220.69, -42.4, -28.7, -29.7, 24.01, 26.26, 52.68, 79.91, 156.81, 203.56, 16.85, 11.19, 23.2, 21.93, 32.01, 40.06, 49.43, 122.54, 174.09, 49.96, 45.27, 33.66, 24.89, 35.73, 63.93, 73.16, 100.44, 35.93, 20.0, 41.6, 46.88, 52.9, 66.53, 49.64, 36.54, 37.07, 36.0]"
Askvoll,"[-34.5, -52.0, -27.2, -42.6, -31.8, -8.5, -9.4, -21.0, -9.3, -11.3, -36.1, -7.5, -8.6, -17.8, 0.1, -11.4, -8.7, -27.9, -5.9, 3.53, 8.3, 1.93, -3.4, -8.4, -8.2, -12.7, -13.6, 14.46, 14.73, 5.84, 3.13, 1.87, -4.6, -8.9, -12.9, -14.8, 76.71, 81.16, 42.26, 16.53, 9.75, 5.83, 1.83, 2.26, 3.99, 77.13, 87.01, 83.92, 79.77, 38.92, 23.72, 7.32, 2.38, 9.14, 76.96, 85.42, 82.94, 85.19, 51.24, 30.22, 17.96, 4.3, 23.26, 69.04, 71.42, 70.75, 39.83, 25.11, 9.32, 26.34, 63.92, 64.41, 62.26, 30.14, 23.89, 26.69, 67.32, 55.6, 32.0, 69.9, 39.23]"
